Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
CULP;209337;USD;2017;FY;2017-04-30;2017-07-14;2019-07-12;12312000;12518000;309544000;-240309000;69235000;-39157000;-39157000;;;30078000;-382000;299000;29696000;0;29696000;-7339000;22334000;;22334000;22334000
CULP;209337;USD;2018;FY;2018-04-30;2018-07-13;2019-07-12;12431000;12633000;323725000;-259092000;64633000;-37172000;-37172000;;;27461000;-578000;440000;26883000;0;26883000;-5740000;20877000;;20877000;20877000
CULP;209337;USD;2019;FY;2019-04-30;2019-07-12;2021-07-16;12462000;12548000;281325000;-235556000;45769000;-33243000;-33243000;;;12526000;-629000;754000;11897000;825000;12722000;-6537000;6071000;-613000;5458000;5458000
CUO;884109;USD;2016;FY;2016-12-31;2017-03-31;2018-03-29;1669000;1669000;151592000;-119819000;31773000;-25587000;-23151000;;-2436000;6186000;-7000;-61000;6179000;-345000;5834000;-2148000;3686000;;3686000;3686000
CUO;884109;USD;2017;FY;2017-12-31;2018-03-29;2019-03-28;1680000;1680000;152810000;-124715000;28095000;-25197000;-22643000;;-2554000;2898000;-177000;-287000;2721000;118000;2839000;-1021000;1818000;;1818000;1818000
CUO;884109;USD;2018;FY;2018-12-31;2019-03-28;2019-03-28;1697000;1697000;163983000;-136176000;27807000;-28862000;-26229000;;-2633000;-1055000;-438000;-463000;-1493000;-6548000;-8041000;2185000;-5856000;;-5856000;-5856000
CUO;884109;USD;2019;FY;2019-12-31;2020-04-27;2020-04-27;1711000;1711000;113276000;-88723000;24553000;-34124000;-32162000;;-1962000;-9571000;71000;-9000;-9500000;-13274000;-22774000;5396000;-17378000;3479000;-13899000;-13899000
CUTR;1253252;USD;2016;FY;2016-12-31;2017-03-15;2019-03-18;13225000;13753000;118056000;-49921000;68135000;-65738000;-54506000;-11232000;;2397000;323000;;2720000;;2720000;-143000;2577000;;2577000;2577000
CUTR;1253252;USD;2017;FY;2017-12-31;2018-03-26;2020-03-16;13873000;14728000;151493000;-65383000;86110000;-75034000;-66160000;-12874000;;11076000;884000;;11960000;;11960000;18033000;29993000;;29993000;29993000
CUTR;1253252;USD;2018;FY;2018-12-31;2019-03-18;2021-03-23;13771000;13771000;162720000;-82338000;80382000;-93774000;-79415000;-14359000;;-13392000;-123000;-123000;-13515000;;-13515000;-17255000;-30770000;;-30770000;-30770000
CUTR;1253252;USD;2019;FY;2019-12-31;2020-03-16;2022-03-01;14433000;14433000;181712000;-83549000;98163000;-110227000;-95142000;-15085000;;-12064000;-199000;;-12263000;;-12263000;-85000;-12348000;;-12348000;-12348000
CUTR;1253252;USD;2020;FY;2020-12-31;2021-03-23;2022-03-01;17768000;17768000;147683000;-71911000;75772000;-98600000;-84278000;-14322000;;-22828000;-579000;;-23407000;;-23407000;-470000;-23877000;;-23877000;-23877000
CUZ;446395;USD;2016;FY;2016-12-31;2017-02-21;2019-02-06;63473750;64005750;259211000;-100167000;159044000;-123540000;-25592000;;-97948000;35504000;-32538000;-26650000;2966000;47413000;50379000;;60941000;19163000;79109000;79109000
CUZ;446395;USD;2017;FY;2017-12-31;2018-02-07;2019-02-06;103902500;105824250;466185000;-167409000;298776000;-224268000;-27523000;;-196745000;74508000;-35320000;-33524000;39188000;133656000;172844000;;219959000;0;216275000;216275000
CUZ;446395;USD;2018;FY;2018-12-31;2019-02-06;2021-02-11;105076250;106868250;475212000;-168460000;306752000;-203422000;-22040000;;-181382000;103330000;-27762000;-39430000;75568000;5197000;80765000;;80765000;;79164000;79164000
CUZ;446395;USD;2019;FY;2019-12-31;2020-02-05;2022-02-03;128060000;129831000;657515000;-226150000;431365000;-294156000;-37007000;;-257149000;137209000;-42406000;-53963000;94803000;57880000;152683000;;152683000;;150418000;150418000
CUZ;446395;USD;2020;FY;2020-12-31;2021-02-11;2022-02-03;148277000;148636000;740340000;-252430000;487910000;-315682000;-27034000;;-288648000;172228000;-54749000;-60605000;117479000;120635000;238114000;;238114000;;237278000;237278000
CVA;821325;USD;2016;FY;2016-12-31;2017-02-28;2019-02-19;129000000;129000000;1699000000;-1177000000;522000000;-393000000;-100000000;;-207000000;129000000;-139000000;-138000000;-10000000;24000000;14000000;-22000000;-4000000;;-4000000;-4000000
CVA;821325;USD;2017;FY;2017-12-31;2018-02-26;2020-02-25;130000000;131000000;1752000000;-1271000000;481000000;-378000000;-112000000;;-215000000;103000000;-146000000;-147000000;-43000000;-92000000;-135000000;191000000;57000000;;57000000;57000000
CVA;821325;USD;2018;FY;2018-12-31;2019-02-19;2021-02-19;130000000;132000000;1868000000;-1321000000;547000000;-398000000;-115000000;;-218000000;149000000;-148000000;-145000000;1000000;116000000;117000000;29000000;152000000;;152000000;152000000
CVA;821325;USD;2019;FY;2019-12-31;2020-02-25;2021-02-19;131000000;133000000;1870000000;-1371000000;499000000;-407000000;-122000000;;-221000000;92000000;-142000000;-143000000;-50000000;47000000;-3000000;7000000;10000000;;10000000;10000000
CVA;821325;USD;2020;FY;2020-12-31;2021-02-19;2021-02-19;132000000;132000000;1904000000;-1420000000;484000000;-396000000;-120000000;;-224000000;88000000;-133000000;-133000000;-45000000;-5000000;-50000000;18000000;-28000000;;-28000000;-28000000
CVCO;890460;USD;2016;FY;2017-03-31;2017-06-13;2018-05-30;8976064;9105743;773797000;-615760000;158037000;-101231000;-101231000;;;56806000;-1525000;-4443000;55281000;;55281000;-17326000;37955000;;37955000;37955000
CVCO;890460;USD;2017;FY;2018-03-31;2018-05-30;2018-05-30;9024437;9201706;871235000;-690555000;180680000;-106907000;-106907000;;;73773000;4750000;-4397000;78523000;;78523000;-17021000;61502000;;61502000;61502000
CVCO;890460;USD;2018;FY;2019-03-31;2019-05-29;2021-05-28;9080878;9268737;962746000;-757040000;205706000;-121568000;-121568000;;;84138000;2538000;-3444000;86676000;;86676000;-18054000;68622000;;68622000;68622000
CVCO;890460;USD;2019;FY;2020-03-31;2020-05-27;2022-05-31;9129639;9268784;1061774000;-831256000;230518000;-145611000;-145611000;;;84907000;8072000;-1495000;92979000;;92979000;-17913000;75066000;;75066000;75066000
CVCO;890460;USD;2020;FY;2021-03-31;2021-05-28;2022-05-31;9189052;9293134;1108051000;-869074000;238977000;-150152000;-150152000;;;88825000;8087000;-738000;96912000;;96912000;-20266000;76646000;;76646000;76646000
CVGI;773452;USD;2016;FY;2016-12-31;2017-03-13;2019-03-11;29530000;29878000;662112000;-575409000;86703000;-61787000;-60482000;;-1305000;24916000;-18082000;-19318000;6834000;;6834000;-49000;6785000;;6785000;6785000
CVGI;773452;USD;2017;FY;2017-12-31;2018-03-12;2019-03-11;29942000;29942000;755231000;-663513000;91718000;-60867000;-59547000;;-1320000;30851000;-17206000;-19149000;13645000;;13645000;-15350000;-1705000;;-1705000;-1705000
CVGI;773452;USD;2018;FY;2018-12-31;2019-03-11;2021-03-09;30277000;30587000;897737000;-772817000;124920000;-61979000;-60679000;;-1300000;62941000;-13365000;-14676000;49576000;;49576000;-8087000;41489000;;41489000;41489000
CVGI;773452;USD;2019;FY;2019-12-31;2020-05-04;2022-03-02;30602000;30823000;901238000;-796101000;105137000;-64501000;-64501000;;;40636000;-19080000;-16855000;21556000;;21556000;-5778000;15778000;;15778000;15778000
CVGI;773452;USD;2020;FY;2020-12-31;2021-03-09;2022-03-02;30943000;30943000;717699000;-643623000;74076000;-68228000;-68228000;;;5848000;-21331000;-20603000;-15483000;-29017000;-44500000;7451000;-37049000;;-37049000;-37049000
CVLT;1067483;USD;2016;FY;2017-03-31;2017-05-05;2019-05-02;44700000;44700000;645005000;-85192000;559813000;-561055000;-472862000;-79558000;-8635000;-1242000;-752000;206000;-1994000;;-1994000;1486000;-508000;;-508000;-508000
CVLT;1067483;USD;2017;FY;2018-03-31;2018-05-03;2020-05-15;45242000;45242000;699393000;-98152000;601241000;-602187000;-501436000;-91030000;-9721000;-946000;-2554000;1067000;-3500000;;-3500000;-58400000;-61900000;;-61900000;-61900000
CVLT;1067483;USD;2018;FY;2019-03-31;2019-05-02;2021-05-13;45827000;47601000;710957000;-117006000;593951000;-574278000;-471034000;-92647000;-10597000;19673000;5519000;5519000;25192000;-14765000;10427000;-6866000;3561000;;3561000;3561000
CVLT;1067483;USD;2019;FY;2020-03-31;2020-05-15;2022-05-06;45793000;45793000;670885000;-117078000;553807000;-553750000;-427915000;-110020000;-15815000;57000;4962000;4962000;5019000;-17565000;-12546000;6901000;-5645000;;-5645000;-5645000
CVLT;1067483;USD;2020;FY;2021-03-31;2021-05-13;2022-05-06;46652000;46652000;723472000;-109373000;614099000;-572191000;-424162000;-133401000;-14628000;41908000;1028000;1028000;42936000;-64171000;-21235000;-9719000;-30954000;;-30954000;-30954000
CVNA;717670;USD;2016;FY;2016-12-31;2017-02-07;2018-03-06;15000000;15000000;365148000;-345951000;19197000;-108676000;-108676000;;;-89479000;-3633000;-3587000;-93112000;0;-93112000;0;-93112000;;-93112000;-93112000
CVNA;717670;USD;2017;FY;2017-12-31;2018-03-06;2018-03-06;15241000;15241000;858870000;-790779000;68091000;-223400000;-223400000;;;-155309000;-9007000;-7659000;-164316000;-1237000;-165553000;0;-165553000;;-64078000;-64491000
CVNA;717670;USD;2018;FY;2018-12-31;2019-02-27;2021-02-25;30043000;30043000;1955467000;-1758758000;196709000;-425258000;-425258000;;;-228549000;-26196000;-25018000;-254745000;;-254745000;;-254745000;;-55476000;-61062000
CVNA;717670;USD;2019;FY;2019-12-31;2020-02-26;2022-02-24;46847000;46847000;3940000000;-3433000000;507000000;-787000000;-787000000;;;-280000000;-85000000;-81000000;-365000000;;-365000000;;-365000000;;-115000000;-115000000
CVNA;717670;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;64981000;64981000;5587000000;-4793000000;794000000;-1126000000;-1126000000;;;-332000000;-130000000;-131000000;-462000000;;-462000000;;-462000000;;-171000000;-171000000
CVS;256275;USD;2016;FY;2016-12-31;2017-02-09;2019-02-28;1073000000;1079000000;177546000000;-148712000000;28834000000;-18448000000;;;;10386000000;-1106000000;-1078000000;9280000000;-643000000;8637000000;-3317000000;5320000000;-1000000;5317000000;5317000000
CVS;256275;USD;2017;FY;2017-12-31;2018-02-14;2019-02-28;1020000000;1024000000;184786000000;-156258000000;28528000000;-18990000000;;;;9538000000;-1270000000;-1062000000;8268000000;0;8268000000;-1637000000;6631000000;-8000000;6622000000;6622000000
CVS;256275;USD;2018;FY;2018-12-31;2019-02-28;2021-02-16;1044000000;1044000000;194579000000;-163041000000;31538000000;-21368000000;;;;10170000000;-2615000000;-2619000000;7555000000;-6149000000;1406000000;-2002000000;-596000000;;-594000000;-594000000
CVS;256275;USD;2019;FY;2019-12-31;2020-02-18;2022-02-09;1301000000;1305000000;256776000000;-211248000000;45528000000;-33310000000;;;;12218000000;-2911000000;-3035000000;9307000000;-310000000;8997000000;-2366000000;6631000000;;6634000000;6634000000
CVS;256275;USD;2020;FY;2020-12-31;2021-02-16;2022-02-09;1309000000;1314000000;268706000000;-219660000000;49046000000;-35135000000;;;;13911000000;-2701000000;-2907000000;11210000000;-1440000000;9770000000;-2569000000;7201000000;-9000000;7179000000;7179000000
CVSI;150939;USD;2016;FY;2016-12-31;2017-03-31;2018-03-30;52660749;52660749;11060636;-4063001;6997635;-14288959;-13129950;-1159009;;-7291324;-1067689;-1059135;-8359013;-5782285;-14141298;0;-14141298;;-14141298;-14141298
CVSI;150939;USD;2017;FY;2017-12-31;2018-03-30;2018-03-30;90512563;90512563;20679239;-6190575;14488664;-16976705;-16252376;-724329;;-2488041;-518651;-506382;-3006692;-2371947;-5378639;481500;-4897139;;-4897139;-4897139
CVSI;150939;USD;2018;FY;2018-12-31;2019-03-12;2019-03-12;91916000;114470000;48244000;-14366000;33878000;-23631000;-21746000;-1885000;;10247000;-153000;-153000;10094000;0;10094000;-93000;10001000;;10001000;10001000
CVSI;150939;USD;2019;FY;2019-12-31;2020-03-30;2021-03-19;97861000;97861000;53696000;-18608000;35088000;-52328000;-46451000;-5877000;;-17240000;15000;15000;-17225000;;-17225000;615000;-16610000;;-16610000;-16610000
CVSI;150939;USD;2020;FY;2020-12-31;2021-03-19;2022-04-04;99913000;99913000;24429000;-13420000;11009000;-33601000;-30658000;-2943000;;-22592000;-9000;-9000;-22601000;;-22601000;317000;-22284000;;-22284000;-22284000
CVT;1328921;USD;2020;FY;2020-12-31;2021-03-07;2022-03-07;27600000;27600000;498700000;-176250000;322450000;-350662000;-208952000;-87866000;;-28212000;-34224000;-35557000;-62436000;-13432000;-75868000;-7865000;-83733000;;-83733000;-83733000
CVX;248396;USD;2016;FY;2016-12-31;2017-02-23;2017-02-23;1873000000;1873000000;110215000000;-79589000000;30626000000;-36842000000;-4684000000;;-19457000000;-6216000000;4056000000;-201000000;-2160000000;;-2160000000;1729000000;-431000000;;-497000000;-497000000
CVX;248396;USD;2017;FY;2017-12-31;2018-02-22;2019-02-22;1883000000;1898000000;134674000000;-94892000000;39782000000;-37302000000;-4110000000;;-19349000000;2480000000;6741000000;-307000000;9221000000;;9221000000;48000000;9269000000;;9195000000;9195000000
CVX;248396;USD;2018;FY;2018-12-31;2019-02-22;2021-02-25;1898000000;1914000000;158902000000;-94578000000;64324000000;-49878000000;-3838000000;-1210000000;-19419000000;14446000000;6689000000;-748000000;21135000000;-560000000;20575000000;-5715000000;14860000000;;14824000000;14824000000
CVX;248396;USD;2019;FY;2019-12-31;2020-02-21;2022-02-24;1882000000;1895000000;139865000000;-80113000000;59752000000;-59652000000;-4143000000;-770000000;-29218000000;100000000;5853000000;-798000000;5953000000;-417000000;5536000000;-2691000000;2845000000;;2924000000;2924000000
CVX;248396;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;1870000000;1870000000;94471000000;-50488000000;43983000000;-50080000000;-4213000000;-1537000000;-19508000000;-6097000000;-476000000;-697000000;-6573000000;-880000000;-7453000000;1892000000;-5561000000;;-5543000000;-5543000000
CW;1057791;USD;2016;FY;2016-12-31;2017-02-21;2019-02-27;44389000;45045000;2108931000;-1374240000;734691000;-438172000;-378748000;-59424000;;296519000;-28558000;-41248000;267961000;;267961000;-78579000;189382000;-2053000;187329000;187329000
CW;1057791;USD;2017;FY;2017-12-31;2018-02-22;2020-02-27;44182000;44761000;2271026000;-1470241000;800785000;-475665000;-414272000;-61393000;;325120000;-25501000;-41471000;299619000;;299619000;-84728000;214891000;;214891000;214891000
CW;1057791;USD;2018;FY;2018-12-31;2019-02-27;2021-02-25;43892000;44316000;2411835000;-1540574000;871261000;-497635000;-433110000;-64525000;;373626000;-17387000;-33983000;356239000;;356239000;-80490000;275749000;;275749000;275749000
CW;1057791;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;42739000;43016000;2487961000;-1589216000;898745000;-494792000;-422272000;-72520000;;403953000;-7491000;-31347000;396462000;;396462000;-88879000;307583000;;307583000;307583000
CW;1057791;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;41738000;41999000;2391336000;-1550109000;841227000;-487641000;-412825000;-74816000;;353586000;-25797000;-35545000;327789000;-64738000;263051000;-61659000;201392000;;201392000;201392000
CWEN;904225;USD;2016;FY;2016-12-31;2017-02-28;2019-02-28;98000000;98000000;1035000000;-308000000;727000000;-319000000;-16000000;;-303000000;408000000;-221000000;-284000000;187000000;-182000000;5000000;1000000;6000000;;57000000;57000000
CWEN;904225;USD;2017;FY;2017-12-31;2018-03-01;2019-02-28;99000000;99000000;1009000000;-326000000;683000000;-353000000;-19000000;;-334000000;330000000;-232000000;-307000000;98000000;-57000000;41000000;-72000000;-31000000;;-16000000;-16000000
CWEN;904225;USD;2018;FY;2018-12-31;2019-03-29;2021-03-01;104000000;104000000;1053000000;-327000000;726000000;-356000000;-20000000;;-336000000;370000000;-224000000;-306000000;146000000;-34000000;112000000;-62000000;50000000;;48000000;48000000
CWEN;904225;USD;2019;FY;2019-12-31;2020-03-30;2022-02-28;109000000;109000000;1032000000;-337000000;695000000;-430000000;-29000000;;-401000000;265000000;-312000000;-404000000;-47000000;-57000000;-104000000;8000000;-96000000;;-11000000;-11000000
CWEN;904225;USD;2020;FY;2020-12-31;2021-03-01;2022-02-28;115000000;115000000;1199000000;-366000000;833000000;-462000000;-34000000;;-428000000;371000000;-404000000;-415000000;-33000000;-21000000;-54000000;-8000000;-62000000;;25000000;25000000
CWH;744377;USD;2016;FY;2016-12-31;2017-03-13;2018-03-13;18766000;83602000;3518997000;-2522574000;996423000;-716015000;-691884000;;-24695000;280408000;-67172000;-67172000;213236000;-6270000;206966000;-5907000;201059000;;191117000;191117000
CWH;744377;USD;2017;FY;2017-12-31;2018-03-13;2018-03-13;26622000;26622000;4285255000;-3038916000;1246339000;-884572000;-853160000;;-31545000;361767000;-70649000;-70649000;291118000;98838000;389956000;-156982000;232974000;;28362000;28362000
CWH;744377;USD;2018;FY;2018-12-31;2019-03-15;2021-02-26;36985000;88878000;4792017000;-3429085000;1362932000;-1118681000;-1069359000;;-49322000;244251000;-101644000;-101644000;142607000;-46236000;96371000;-30790000;65581000;;10398000;10398000
CWH;744377;USD;2019;FY;2019-12-31;2020-02-28;2022-02-24;37310000;37350000;4892019000;-3604621000;1287398000;-1200889000;-1141643000;;-59932000;86509000;-109471000;-109471000;-22962000;-67757000;-90719000;-29582000;-120301000;;-60591000;-60591000
CWH;744377;USD;2020;FY;2020-12-31;2021-02-26;2022-02-24;39383000;40009000;5446591000;-3744112000;1702479000;-1212599000;-1156071000;;-51981000;489880000;-74378000;-74378000;415502000;-13544000;401958000;-57743000;344215000;;122345000;122345000
CWT;939565;USD;2016;FY;2016-12-31;2017-02-23;2019-02-28;47953000;47956000;609370000;-219993000;389377000;-277506000;-87601000;;-63599000;111871000;-36234000;-30501000;75637000;-146000;75491000;-26816000;48675000;;48675000;48675000
CWT;939565;USD;2017;FY;2017-12-31;2018-03-01;2020-02-27;48009000;48009000;676113000;-241867000;434246000;-291884000;-93326000;;-76783000;142362000;-37008000;-33928000;105354000;4413000;109767000;-36827000;72940000;;72940000;72940000
CWT;939565;USD;2018;FY;2018-12-31;2019-02-28;2021-02-25;48060000;48060000;698196000;-252847000;445349000;-316220000;-100781000;;-83781000;129129000;-51677000;-37854000;77452000;4004000;81456000;-15872000;65584000;;65584000;65584000
CWT;939565;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;48168000;48168000;714557000;-255341000;459216000;-343524000;-108617000;;-89220000;115692000;-41618000;-41221000;74074000;6713000;80787000;-17671000;63116000;;63116000;63116000
CWT;939565;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;49274000;49274000;794307000;-276729000;517578000;-369477000;-117058000;;-98505000;148101000;-44228000;-41862000;103873000;4976000;108849000;-12018000;96831000;;96831000;96831000
CXM;1340853;USD;2020;FY;2021-01-31;2021-03-13;2022-04-11;167590000;167590000;386930000;-122082000;264848000;-290425000;-250145000;-40280000;;-25577000;-8616000;;-34193000;;-34193000;-3777000;-37970000;;-37970000;-38570000
CXO;378119;USD;2016;FY;2016-12-31;2017-02-22;2018-02-21;134755000;134755000;1635000000;-320000000;1315000000;-1601000000;-226000000;;-1167000000;-286000000;-213000000;-204000000;-499000000;-1839000000;-2338000000;876000000;-1462000000;;-1462000000;-1462000000
CXO;378119;USD;2017;FY;2017-12-31;2018-02-21;2019-02-20;147320000;147956000;2586000000;-408000000;2178000000;-1648000000;-244000000;;-1146000000;530000000;-124000000;-146000000;406000000;475000000;881000000;75000000;956000000;;956000000;956000000
CXO;378119;USD;2018;FY;2018-12-31;2019-02-20;2019-02-20;170925000;171249000;4151000000;-590000000;3561000000;-2214000000;-311000000;;-1478000000;1347000000;-41000000;-149000000;1306000000;1583000000;2889000000;-603000000;2286000000;;2286000000;2286000000
